insurance,gender,ethnicity,diagnosis,count
Medicare,F,BLACK/AFRICAN AMERICAN,RIGHT LOWER EXTREMITY ISCHEMIA,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,RIGHT LUNG CANCER/SDA,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,RIGHT UPPER QUADRANT PAIN,5.0
Medicare,F,BLACK/AFRICAN AMERICAN,RO/MI,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,"RT THIGH HEMATOMA,R/O MI",6.0
Medicare,F,BLACK/AFRICAN AMERICAN,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,4.0
Medicare,F,BLACK/AFRICAN AMERICAN,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY; CP,23.0
Medicare,F,BLACK/AFRICAN AMERICAN,RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;THORACIC AORTA INTRAMURAL HEMATOMA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,S/O COLECTOMY,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,S/P FALL,4.5
Medicare,F,BLACK/AFRICAN AMERICAN,S/P FALL-RIGHT HIP PAIN,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,S/P KIDNEY TRANSPLANT,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,S/P KIDNEY TRANSPLANT;INCREASED CREATINE,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,S/P MI,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEIZURE,6.625
Medicare,F,BLACK/AFRICAN AMERICAN,SEIZURE DISORDER;PNEUMONIA;URINARY TRACT INFECTION,11.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEIZURE-MRSA IN SPUTUM,11.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEIZURE;SEPSIS,11.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEIZURE;TELEMETRY,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEIZURES,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEPSIS,5.305555555555555
Medicare,F,BLACK/AFRICAN AMERICAN,"SEPSIS, HYPOSTENSION",10.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEPSIS/HYPOTENSION,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEPSIS;JYPOTENSION,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEPSIS;METHICILLIN RESISTANT STAPH AUREUS,5.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEPTIC ARTHRITIS,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEVERE ISCHEMIA/SDA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SEZIURE,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,SHINGLES,5.0
Medicare,F,BLACK/AFRICAN AMERICAN,SHOCK,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SHORTNESS OF BREATH,4.8
Medicare,F,BLACK/AFRICAN AMERICAN,SHORTNESS OF BREATH/FEVER,4.0
Medicare,F,BLACK/AFRICAN AMERICAN,SHORTNESS OF BREATH;HYPOXIA,5.0
Medicare,F,BLACK/AFRICAN AMERICAN,SHORTNESS OF BREATH;INCREASED CREATININE,4.0
Medicare,F,BLACK/AFRICAN AMERICAN,SMALL BOWEL OBSTRUCTION,5.5
Medicare,F,BLACK/AFRICAN AMERICAN,SMOKE INHALATION,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SOB,2.5
Medicare,F,BLACK/AFRICAN AMERICAN,STATUS EPILEPTICUS,11.0
Medicare,F,BLACK/AFRICAN AMERICAN,STEMI,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,STRIDOR,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,STROKE/TIA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,STROKE;TELEMETRY,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,STROKE;TELEMETRY;TRANSIENT ISCHEMIC ATTACK,3.6666666666666665
Medicare,F,BLACK/AFRICAN AMERICAN,SUB STERNAL GOITER; RIGHT UPPER LOBE MASS/SDA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SUBDURAL HEMATOMA,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,SUBDURAL HEMORRHAGE,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SUBDURAL HEMORRHAGE;CHANGE IN MENTAL STATUS,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SUPERFICIAL FEMORAL ARTERY STENOSIS,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SYMPTOMATIC CAROTID STENOSIS LEFT/SDA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,SYNCOPE;TELEMETRY,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,TACHYCARDIA,12.0
Medicare,F,BLACK/AFRICAN AMERICAN,TACHYCARDIA-INR 22,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,TACHYCARDIA;? COCAINE USE,5.0
Medicare,F,BLACK/AFRICAN AMERICAN,TAMPONADE,12.0
Medicare,F,BLACK/AFRICAN AMERICAN,THIGH HEAMTOMA,7.0
Medicare,F,BLACK/AFRICAN AMERICAN,THORACIC AORTIC ANEURYSM,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,THROMBOSIS OF THE AV FISTULA,4.0
Medicare,F,BLACK/AFRICAN AMERICAN,TONGUE SWELLING,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRACHEAL BRONCHIALMALACIA/SDA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRACHEAL STENOSIS,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRACHEOBRONCHIAL MALACIA,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRACHEOBRONCHOMALACIA\BRONCHOSCOPY RIGID W/ STOMA REVISION T TUBE PLACEMENT,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRACHEOMALASIA;FAILED EXTUBATION,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRACHEOSTOMY EVALUATION,11.0
Medicare,F,BLACK/AFRICAN AMERICAN,TRICUSPID VALVE DISORDERS\REDO STERNOTOMY; TRICUSPID VALVE REPLACEMENT /SDA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,UMBILICAL HERNIA/SDA,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,UNCONTROLLED HYPERTENSION,5.0
Medicare,F,BLACK/AFRICAN AMERICAN,UNRESPONSIVE,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,UNRESPONSIVE HYPERKALEMIA,23.0
Medicare,F,BLACK/AFRICAN AMERICAN,UNSTABLE ANGINA,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,UNSTABLE ANGINA\LEFT HEART CATHETERIZATION,9.0
Medicare,F,BLACK/AFRICAN AMERICAN,UPPER GASTRO INTESTINAL BLEED,9.0
Medicare,F,BLACK/AFRICAN AMERICAN,UPPER GASTROINTESTINAL BLEED,4.666666666666667
Medicare,F,BLACK/AFRICAN AMERICAN,UPPER GI BLEED,4.4
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION/PYELONEPHRITIS,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION;DEHYDRATION,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION;DEHYDRATION;TROPONIN LEAK,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION;LABILE BLOOD SUGAR;SEPSI,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION;PYELONEPHRITIS,4.857142857142857
Medicare,F,BLACK/AFRICAN AMERICAN,URINARY TRACT INFECTION;SEPSIS,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,UROSEPSIS,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,UTI AND AMS,6.0
Medicare,F,BLACK/AFRICAN AMERICAN,UTI/PYELONESPHRITIS,4.0
Medicare,F,BLACK/AFRICAN AMERICAN,UTI;PYELONEPHRITIS,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,VENTRAL HERNIA/SDA,3.0
Medicare,F,BLACK/AFRICAN AMERICAN,WEAKNESS,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,WOUND INFECTION,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,WOUND INFECTION;TELEMETRY,2.0
Medicare,F,BLACK/AFRICAN AMERICAN,ZOSTER VS. MENINGITIS,4.0
Medicare,F,BLACK/CAPE VERDEAN,ACUTE CORONARY SYNDROME,4.0
Medicare,F,BLACK/CAPE VERDEAN,AORTIC DISSECTION,3.0
Medicare,F,BLACK/CAPE VERDEAN,BACK PAIN,3.0
Medicare,F,BLACK/CAPE VERDEAN,CARDIAC CATH,2.0
Medicare,F,BLACK/CAPE VERDEAN,CAROTID STENOSIS/SDA,3.0
Medicare,F,BLACK/CAPE VERDEAN,CEREBRAL ANEURYSM/SDA,3.0
Medicare,F,BLACK/CAPE VERDEAN,CHEST PAIN,3.0
Medicare,F,BLACK/CAPE VERDEAN,CHEST PAIN;TELEMETRY,2.0
Medicare,F,BLACK/CAPE VERDEAN,DYSPNEA,3.0
Medicare,F,BLACK/CAPE VERDEAN,FOOT PAIN,4.0
Medicare,F,BLACK/CAPE VERDEAN,GASTROENTERITIS,4.0
Medicare,F,BLACK/CAPE VERDEAN,GASTROINTESTINAL BLEED,2.0
Medicare,F,BLACK/CAPE VERDEAN,GASTROINTESTINAL BLEED;ANEMIA,2.0
Medicare,F,BLACK/CAPE VERDEAN,HYPOTENSION,3.0
Medicare,F,BLACK/CAPE VERDEAN,LOWER GI BLEED,2.0
Medicare,F,BLACK/CAPE VERDEAN,NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,3.0
Medicare,F,BLACK/CAPE VERDEAN,POST ERCP,2.0
Medicare,F,BLACK/CAPE VERDEAN,PSEUDOCYST,2.0
Medicare,F,BLACK/CAPE VERDEAN,SEIZURE,2.0
Medicare,F,BLACK/CAPE VERDEAN,SEPSIS,3.0
Medicare,F,BLACK/CAPE VERDEAN,SMALL BOWEL OBSTRUCTION,2.0
Medicare,F,BLACK/CAPE VERDEAN,THORACIC ANEURYSM/SDA,3.0
Medicare,F,BLACK/HAITIAN,ABDOMINAL PAIN,5.5
Medicare,F,BLACK/HAITIAN,CONGESTIVE HEART FAILURE,2.0
Medicare,F,BLACK/HAITIAN,CORONARY ARTERY DISEASE,2.0
Medicare,F,BLACK/HAITIAN,DEHYDRATION;HYPERNATREMIA;URINARY TRACT INFECTION,3.0
Medicare,F,BLACK/HAITIAN,FEVER,6.0
Medicare,F,BLACK/HAITIAN,FEVER;HYPOTENSION,6.0
Medicare,F,BLACK/HAITIAN,HYPERKALEMIA,6.0
Medicare,F,BLACK/HAITIAN,HYPOTENSION,6.0
Medicare,F,BLACK/HAITIAN,LOWER GI BLEED,3.0
Medicare,F,BLACK/HAITIAN,MELENA,3.0
Medicare,F,BLACK/HAITIAN,PNEUMONIA,3.0
Medicare,F,BLACK/HAITIAN,PNEUMONIA;TELEMETRY,2.0
Medicare,F,BLACK/HAITIAN,PRE-OP KIDNEY,3.0
Medicare,F,BLACK/HAITIAN,REPLACE DIALYSIS LINE,3.0
Medicare,F,BLACK/HAITIAN,S/P FALL,2.0
Medicare,F,BLACK/HAITIAN,SEPSIS,3.0
Medicare,F,BLACK/HAITIAN,UPPER GI BLEED,3.0
Medicare,F,BLACK/HAITIAN,UPPER GI BLEES,3.0
Medicare,F,HISPANIC OR LATINO,ABDOMINAL PAIN,2.5
Medicare,F,HISPANIC OR LATINO,ACUT RENAL FAILURE,3.0
Medicare,F,HISPANIC OR LATINO,ACUTE RENAL FAILURE;HYPOTENSION,3.0
Medicare,F,HISPANIC OR LATINO,ACUTE RENAL FAILURE;VOMITING;DIARRHEA;TELEMETRY,7.0
Medicare,F,HISPANIC OR LATINO,ACUTE SUBDURAL HEMATOMA,2.0
Medicare,F,HISPANIC OR LATINO,AIRWAY OBSTRUCTION\BRONCHOSCOPY W/STENT REMOVAL,2.0
Medicare,F,HISPANIC OR LATINO,ALTERED MENTAL STATUS,2.5
Medicare,F,HISPANIC OR LATINO,ALTERED MENTAL STATUS;FEVER,2.0
Medicare,F,HISPANIC OR LATINO,ANEMIA,4.0
Medicare,F,HISPANIC OR LATINO,ANEMIA/THROMBOCYTOPNEIA/FEVER,7.0
Medicare,F,HISPANIC OR LATINO,ASTHMA FLARE-FLU,4.0
Medicare,F,HISPANIC OR LATINO,ASTHMA/COPD EXACERBATION,4.0
Medicare,F,HISPANIC OR LATINO,ASTHMA;COPD EXACERBATION,4.25
Medicare,F,HISPANIC OR LATINO,BRADYCARDIA,2.0
Medicare,F,HISPANIC OR LATINO,BRIGHT RED BLOOD PER RECTUM,7.0
Medicare,F,HISPANIC OR LATINO,CARDIOMYOPATHY\MITRAL VALVE REPLACEMENT;REPAIR ATRIAL-SEPTAL DEFECT; ? LVAD,4.0
Medicare,F,HISPANIC OR LATINO,CEREBRAL ANEURYSM/SDA,5.0
Medicare,F,HISPANIC OR LATINO,CHEST PAIN,3.0
Medicare,F,HISPANIC OR LATINO,CHEST PAIN/UNSTABLE ANGINA,7.0
Medicare,F,HISPANIC OR LATINO,CHEST PAIN;TELEMETRY,2.0
Medicare,F,HISPANIC OR LATINO,"CHF,R/O MI",2.0
Medicare,F,HISPANIC OR LATINO,CHRONIC OBST PULM DISEASE,5.0
Medicare,F,HISPANIC OR LATINO,CHRONIC RENAL FAILURE,3.0
Medicare,F,HISPANIC OR LATINO,CLAUDICATION\BILATERAL LOWER EXTREMITY ANGIOGRAM,3.0
Medicare,F,HISPANIC OR LATINO,CONGESTIVE HEART FAILURE,3.0
Medicare,F,HISPANIC OR LATINO,CONGESTIVE HEART FAILURE;TELEMETRY,2.0
Medicare,F,HISPANIC OR LATINO,CORONARY ARTERY DISEASE,2.0
Medicare,F,HISPANIC OR LATINO,CORONARY ARTERY DISEASE\RIGID BRONCHOSCOPY WITH Y-STENT PLACEMENT; CORONARY ARTERY BYPASS GRAFT  /SDA,2.0
Medicare,F,HISPANIC OR LATINO,CRANIAL BONE DEFECT/SDA,2.0
Medicare,F,HISPANIC OR LATINO,DIABETIC KETOACIDOSIS,4.0
Medicare,F,HISPANIC OR LATINO,DYSPNEA,2.5
Medicare,F,HISPANIC OR LATINO,EPIDURAL HEMATOMA,2.0
Medicare,F,HISPANIC OR LATINO,ETOH INTOXICATION,2.0
Medicare,F,HISPANIC OR LATINO,FAILED TOTAL HIP RIGHT/SDA,2.0
Medicare,F,HISPANIC OR LATINO,FEVER,2.6666666666666665
Medicare,F,HISPANIC OR LATINO,FEVER;PANCYTOPENIA,2.0
Medicare,F,HISPANIC OR LATINO,GANGRENE BILATERAL FEET;IV ANTIBIOTICS,3.0
Medicare,F,HISPANIC OR LATINO,GASTROINTESTINAL BLEED,7.0
Medicare,F,HISPANIC OR LATINO,HEADACHE;TELEMETRY,5.0
Medicare,F,HISPANIC OR LATINO,HEART FAILURE,4.0
Medicare,F,HISPANIC OR LATINO,HEPATITIS C;CIRRHOSIS;RENAL FAILURE,3.0
Medicare,F,HISPANIC OR LATINO,HEPATORENAL SYNDROME,3.0
Medicare,F,HISPANIC OR LATINO,HIGH INR,3.0
Medicare,F,HISPANIC OR LATINO,HYPOGLYCEMIA,2.0
Medicare,F,HISPANIC OR LATINO,HYPONATREMIA,4.5
Medicare,F,HISPANIC OR LATINO,HYPOTENSION;RESPIRATORY DISTRESS,2.0
Medicare,F,HISPANIC OR LATINO,HYPOXIA,2.0
Medicare,F,HISPANIC OR LATINO,ISCHEMIC LEFT FOOT,3.0
Medicare,F,HISPANIC OR LATINO,LEFT CAROTID OPTHALMIC ARTERY ANEURYSM/SDA,5.0
Medicare,F,HISPANIC OR LATINO,LEFT KNEE OA/SDA,3.0
Medicare,F,HISPANIC OR LATINO,LOWER GI BLEED,7.0
Medicare,F,HISPANIC OR LATINO,LUNG CANCER W/ SPINAL INVASION/SDA,4.0
Medicare,F,HISPANIC OR LATINO,METASTATIC ADENOIDCYSTIC CANCER,3.0
Medicare,F,HISPANIC OR LATINO,"NON HEALING ULCER, RIGHT FOOT",2.0
Medicare,F,HISPANIC OR LATINO,OA RIGHT KNEE/SDA,3.0
Medicare,F,HISPANIC OR LATINO,OCCLUDED T TUBE,4.0
Medicare,F,HISPANIC OR LATINO,PELVIC TUMOR/SDA,2.0
Medicare,F,HISPANIC OR LATINO,PNEUMONIA,3.6666666666666665
Medicare,F,HISPANIC OR LATINO,PNEUMONIA;HEMOPTYSIS,2.0
Medicare,F,HISPANIC OR LATINO,R/O PE,5.0
Medicare,F,HISPANIC OR LATINO,R/O SEPSIS,3.0
Medicare,F,HISPANIC OR LATINO,REFRACTORY ASCITES,3.0
Medicare,F,HISPANIC OR LATINO,RESPIRATORY DISTRESS,3.5
Medicare,F,HISPANIC OR LATINO,RESPIRATORY FAILURE,5.0
Medicare,F,HISPANIC OR LATINO,RIGHT FOOT PAIN,3.0
Medicare,F,HISPANIC OR LATINO,RIGHT LEG REST PAIN/SDA,3.0
Medicare,F,HISPANIC OR LATINO,S/P FALL,3.0
Medicare,F,HISPANIC OR LATINO,SATUS POST TACH ARREST,2.0
Medicare,F,HISPANIC OR LATINO,SEIZURE,2.0
Medicare,F,HISPANIC OR LATINO,SEPSIS,3.5
Medicare,F,HISPANIC OR LATINO,"SEPSIS;TELEMETRY;FEVER,UNKNOWN ORIGIN",3.0
Medicare,F,HISPANIC OR LATINO,SEPTIC SHOCK,3.0
Medicare,F,HISPANIC OR LATINO,SEVERE AIRWAY OBSTRUCTION,2.0
Medicare,F,HISPANIC OR LATINO,SHORTNESS OF BREATH;CONGESTIVE HEART FAILURE;ATRIAL FIBRILLATION\RIGHT AND LEFT HEART CATH,4.0
Medicare,F,HISPANIC OR LATINO,SMALL BOWEL OBSTRUCTION,2.0
Medicare,F,HISPANIC OR LATINO,STATUS EPILEPTICUS,2.0
Medicare,F,HISPANIC OR LATINO,STERNAL WOUND INFECTION,2.0
Medicare,F,HISPANIC OR LATINO,STROKE;HEPATIC ENCEPHALOPATHY,2.0
Medicare,F,HISPANIC OR LATINO,SUBARACHNOID HEMORRHAGE,4.0
Medicare,F,HISPANIC OR LATINO,THROMBOCYTOPENIA,7.0
Medicare,F,HISPANIC OR LATINO,THYROID GOITER/SDA,4.0
Medicare,F,HISPANIC OR LATINO,TORN MENISCUS;SEVERE ASTHMA ATTACK\ARTHROSCOPY KNEE; RIGHT,3.0
Medicare,F,HISPANIC OR LATINO,TRACHEAL LEAK;RESPIRATORY FAILURE,2.0
Medicare,F,HISPANIC OR LATINO,UNRESPONSIVE,2.0
Medicare,F,HISPANIC OR LATINO,UNSTABLE ANGINA\CATH,2.0
Medicare,F,HISPANIC OR LATINO,URINARY TRACT INFECTION;PYELONEPHRITIS,2.0
Medicare,F,HISPANIC OR LATINO,VENTRAL HERNIA;SIGNFICANT PAIN UNRESPONSIVE TO PO MEDICATION;SURGERY MORE EXTENSIVE THAN PLANNED,3.0
Medicare,F,HISPANIC OR LATINO,WEAKNESS,7.0
Medicare,F,HISPANIC/LATINO - CENTRAL AMERICAN (OTHER),LOWER GI BLEED,3.0
Medicare,F,HISPANIC/LATINO - CENTRAL AMERICAN (OTHER),PNEUMONIA,3.0
Medicare,F,HISPANIC/LATINO - CENTRAL AMERICAN (OTHER),UPPER GI BLEED,3.0
Medicare,F,HISPANIC/LATINO - CUBAN,ACUTE RENAL FAILURE,5.0
Medicare,F,HISPANIC/LATINO - CUBAN,CEREBRAL VASCULAR ACCIDENT,2.0
Medicare,F,HISPANIC/LATINO - CUBAN,CORONARY ARTERY DISEASE,5.0
Medicare,F,HISPANIC/LATINO - CUBAN,FEVER,5.0
Medicare,F,HISPANIC/LATINO - CUBAN,GASTROINTESTINAL BLEED,5.0
Medicare,F,HISPANIC/LATINO - CUBAN,UROSEPSIS,5.0
Medicare,F,HISPANIC/LATINO - HONDURAN,CHRONIC RENAL FAILURE;PANCREATITIS,3.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,ABDOMINAL PAIN,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,ANEMIA,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,ASTHMA/COPD EXACERBATION,3.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,ASTHMA;COPD EXACERBATION,3.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,CELLULITIS,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,CONGESTIVE HEART FAILURE,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR /SDA,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,DIABETIC KETOACIDOSIS,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,GI BLEED,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,HEMOLYTIC ANEMIA,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,HYPOGLYCEMIA,3.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,INFLUENZA LIKE ILLNESS,3.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,LACTIC ACIDOSIS,3.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,MYELOMA;SEVERE ANEMIA,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,PERIPJERAL VASCULAR DISEASE,7.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,STROKE;TELEMETRY;TRANSIENT ISCHEMIC ATTACK,2.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,UPPER GASTROINTESTINAL BLEED,7.0
Medicare,F,HISPANIC/LATINO - PUERTO RICAN,UPPER GI BLEED,7.0
Medicare,F,MULTI RACE ETHNICITY,AORTIC INTRAMURAL HEMATOMA,2.0
Medicare,F,MULTI RACE ETHNICITY,CEREBELLOPONTINE ANGLE TUMOR/SDA,3.0
Medicare,F,MULTI RACE ETHNICITY,PELVIC PAIN,3.0
Medicare,F,MULTI RACE ETHNICITY,SYNCOPE/BRADYCARDIA,2.0
Medicare,F,NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,A - FIB,2.0
Medicare,F,NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,SEVERE HYPERTROPHIC CARDIOMYOPATHY\SEPTAL ETHANOL ABLATION,2.0
Medicare,F,OTHER,ABDOMINAL AORTIC ANEURYSM;TELEMETRY,3.0
Medicare,F,OTHER,ABDOMINAL PAIM,2.0
Medicare,F,OTHER,ABDOMINAL PAIN,2.0
Medicare,F,OTHER,ABDOMINAL PAIN;TELEMETRY,3.0
Medicare,F,OTHER,ACUTE RENAL FAILURE,13.0
Medicare,F,OTHER,AIRWAY STENOSIS,6.0
Medicare,F,OTHER,ALTERED MENTAL STATUS,2.3333333333333335
Medicare,F,OTHER,ANGIOEDEMA,2.0
Medicare,F,OTHER,AORTIC STENOSIS\CATH,3.0
Medicare,F,OTHER,APPENDICITIS,3.0
Medicare,F,OTHER,ATRIAL FIBRILLATION,2.0
Medicare,F,OTHER,ATRIAL FIBRILLATION;RVR,2.0
Medicare,F,OTHER,BRADYCARDIA,3.0
Medicare,F,OTHER,CARDIOMYOPATHY,2.0
Medicare,F,OTHER,"CAROTID DISEASE, LEFT/SDA",2.0
Medicare,F,OTHER,CELLULITIS,2.0
Medicare,F,OTHER,CHEST PAIN,13.0
Medicare,F,OTHER,CHEST PAIN\CATH,2.0
Medicare,F,OTHER,CHF EXACERBATION,3.0
Medicare,F,OTHER,COLON CARCINOMA/SDA,2.0
Medicare,F,OTHER,COMPLETE HEART BLOCK,13.0
Medicare,F,OTHER,CONGESTIVE HEART FAILURE,2.8
Medicare,F,OTHER,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA,6.0
Medicare,F,OTHER,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ? AVR/SDA,2.0
Medicare,F,OTHER,DIABETIC KETOACIDOSIS,2.3333333333333335
Medicare,F,OTHER,DIABETIC KETOACIDOSIS;ACUTE RENAL FAILURE,3.0
Medicare,F,OTHER,DYSPNEA,13.0
Medicare,F,OTHER,ELEVATED CREATININE,13.0
Medicare,F,OTHER,END STAGE RENAL FAILURE,2.0
Medicare,F,OTHER,"FEVER,ORIGIN UNKNOWN",13.0
Medicare,F,OTHER,FLUID OVERLOAD,13.0
Medicare,F,OTHER,FRONTAL BRAIN LESION/SDA,3.0
Medicare,F,OTHER,HEPATIC ARTERY STENOSIS/SDA,13.0
Medicare,F,OTHER,HEPATIC ENCEPHALOPATHY,3.0
Medicare,F,OTHER,HYPERGLYCEMIA;NAUSEA;VOMITING,3.0
Medicare,F,OTHER,HYPERKALEMIA,2.0
Medicare,F,OTHER,HYPOTENSION;ALTERED MENTAL STATUS,7.0
Medicare,F,OTHER,HYPOTENSION;CONGESTIVE HEART FAILURE,2.0
Medicare,F,OTHER,HYPOXIA,13.0
Medicare,F,OTHER,INTRACRANIAL HEMORRHAGE,2.0
Medicare,F,OTHER,JOINT INFECTION,7.0
Medicare,F,OTHER,LEFT HIP INFECTION,7.0
Medicare,F,OTHER,MENINGITIS,13.0
Medicare,F,OTHER,NARROWING OF AIRWAY,6.0
Medicare,F,OTHER,NON ST SEGMENT MYOCARDIAL INFARCTION,2.0
Medicare,F,OTHER,ORGANOPHOSPHATE OVERDOSE,2.0
Medicare,F,OTHER,PANCREATITIS,3.0
Medicare,F,OTHER,PNEUMONIA,4.666666666666667
Medicare,F,OTHER,RESPIRATORY FAILIUR,2.0
Medicare,F,OTHER,RIGHT HIP OA/SDA,2.0
Medicare,F,OTHER,RIGHT KNEE OSTEOARTHRITIS/SDA,6.0
Medicare,F,OTHER,SAH,2.0
Medicare,F,OTHER,SEIZURE,3.0
Medicare,F,OTHER,SEPSIS,7.333333333333333
Medicare,F,OTHER,SHORTNESS OF BREATH,2.0
Medicare,F,OTHER,STATUS EPILEPTICUS,2.0
Medicare,F,OTHER,STEMI,2.0
Medicare,F,OTHER,STROKE;TELEMETRY,2.0
Medicare,F,OTHER,"SUBDURAL HEMATOMA,CRF,L WRIST FX",2.0
Medicare,F,OTHER,TRACH REPLACEMENT,3.0
Medicare,F,OTHER,TRACHEAL STENOSIS,3.0
Medicare,F,OTHER,UNABLE TO WALK,6.0
Medicare,F,OTHER,UNSTABLE ANGINA\CATH,2.0
Medicare,F,OTHER,UPPER GI BLEED,7.5
Medicare,F,OTHER,URETERAL STONE,2.0
Medicare,F,OTHER,URINARY TRACT INFECTION,13.0
Medicare,F,OTHER,UTI/PYELONEHRITIS,2.0
Medicare,F,OTHER,WEAKNESS,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,AAA\ ASCENDING AORTIC ANEURYSM/SDA,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,ABDOMINAL PAIN,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,AORTIC ARCH ANEURYSM,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,BRAIN TUMOR/SDA,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,CAROTID ARTERY STENOSIS\CAROTIS STENT,3.0
Medicare,F,PATIENT DECLINED TO ANSWER,CHEST PAIN,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,CHF EXACERBATION,2.0
Medicare,F,PATIENT DECLINED TO ANSWER,CONGESTIVE HEART FAILURE,3.0
